Date,Egg Sales,month,year_index
1993-06-21,0.07902735562310031,6,0
1993-06-22,0.06838905775075987,6,0
1993-06-23,0.06838905775075987,6,0
1993-06-24,0.10790273556231003,6,0
1993-06-25,0.09726443768996962,6,0
1993-06-26,0.11702127659574468,6,0
1993-06-27,0.04407294832826747,6,0
1993-06-28,0.030395136778115506,6,0
1993-06-29,0.08662613981762918,6,0
1993-06-30,0.05015197568389057,6,0
1993-07-01,0.10182370820668693,7,0
1993-07-02,0.08054711246200608,7,0
1993-07-03,0.10182370820668693,7,0
1993-07-04,0.07750759878419453,7,0
1993-07-05,0.03191489361702128,7,0
1993-07-06,0.08358662613981763,7,0
1993-07-07,0.12613981762917933,7,0
1993-07-08,0.07598784194528876,7,0
1993-07-09,0.09574468085106383,7,0
1993-07-10,0.04863221884498481,7,0
1993-07-11,0.10790273556231003,7,0
1993-07-12,0.05319148936170212,7,0
1993-07-13,0.07294832826747721,7,0
1993-07-14,0.05471124620060791,7,0
1993-07-15,0.10790273556231003,7,0
1993-07-16,0.05015197568389057,7,0
1993-07-17,0.021276595744680854,7,0
1993-07-18,0.12613981762917933,7,0
1993-07-19,0.10942249240121582,7,0
1993-07-20,0.05471124620060791,7,0
1993-07-21,0.06382978723404256,7,0
1993-07-22,0.08358662613981763,7,0
1993-07-23,0.05319148936170212,7,0
1993-07-24,0.09726443768996962,7,0
1993-07-25,0.05319148936170212,7,0
1993-07-26,0.07142857142857142,7,0
1993-07-27,0.10942249240121582,7,0
1993-07-28,0.033434650455927056,7,0
1993-07-29,0.04255319148936171,7,0
1993-07-30,0.1155015197568389,7,0
1993-07-31,0.05015197568389057,7,0
1993-08-01,0.08662613981762918,8,0
1993-08-02,0.05623100303951367,8,0
1993-08-03,0.06686930091185411,8,0
1993-08-04,0.07902735562310031,8,0
1993-08-05,0.04711246200607902,8,0
1993-08-06,0.05927051671732522,8,0
1993-08-07,0.11246200607902734,8,0
1993-08-08,0.06079027355623101,8,0
1993-08-09,0.12006079027355623,8,0
1993-08-10,0.08054711246200608,8,0
1993-08-11,0.05319148936170212,8,0
1993-08-12,0.08054711246200608,8,0
1993-08-13,0.06838905775075987,8,0
1993-08-14,0.027355623100303955,8,0
1993-08-15,0.08662613981762918,8,0
1993-08-16,0.04255319148936171,8,0
1993-08-17,0.07294832826747721,8,0
1993-08-18,0.07142857142857142,8,0
1993-08-19,0.14437689969604864,8,0
1993-08-20,0.07142857142857142,8,0
1993-08-21,0.10030395136778117,8,0
1993-08-22,0.09878419452887538,8,0
1993-08-23,0.09270516717325228,8,0
1993-08-24,0.06231003039513677,8,0
1993-08-25,0.08966565349544073,8,0
1993-08-26,0.12310030395136778,8,0
1993-08-27,0.04559270516717326,8,0
1993-08-28,0.0030395136778115506,8,0
1993-08-29,0.07598784194528876,8,0
1993-08-30,0.11246200607902734,8,0
1993-08-31,0.05167173252279636,8,0
1993-09-01,0.06686930091185411,9,0
1993-09-02,0.08510638297872342,9,0
1993-09-03,0.09878419452887538,9,0
1993-09-04,0.06838905775075987,9,0
1993-09-05,0.11246200607902734,9,0
1993-09-06,0.07902735562310031,9,0
1993-09-07,0.11246200607902734,9,0
1993-09-08,0.12613981762917933,9,0
1993-09-09,0.0015197568389057753,9,0
1993-09-10,0.07598784194528876,9,0
1993-09-11,0.08814589665653497,9,0
1993-09-12,0.05167173252279636,9,0
1993-09-13,0.03191489361702128,9,0
1993-09-14,0.10790273556231003,9,0
1993-09-15,0.05471124620060791,9,0
1993-09-16,0.04711246200607902,9,0
1993-09-17,0.05623100303951367,9,0
1993-09-18,0.021276595744680854,9,0
1993-09-19,0.03495440729483283,9,0
1993-09-20,0.016717325227963528,9,0
1993-09-21,0.03647416413373861,9,0
1993-09-22,0.04559270516717326,9,0
1993-09-23,0.08814589665653497,9,0
1993-09-24,0.06079027355623101,9,0
1993-09-25,0.11094224924012158,9,0
1993-09-26,0.1337386018237082,9,0
1993-09-27,0.0075987841945288764,9,0
1993-09-28,0.08206686930091187,9,0
1993-09-29,0.06990881458966566,9,0
1993-09-30,0.07142857142857142,9,0
1993-10-01,0.12917933130699089,10,0
1993-10-02,0.03951367781155016,10,0
1993-10-03,0.11702127659574468,10,0
1993-10-04,0.14285714285714285,10,0
1993-10-05,0.12462006079027355,10,0
1993-10-06,0.012158054711246202,10,0
1993-10-07,0.10638297872340427,10,0
1993-10-08,0.06382978723404256,10,0
1993-10-09,0.12006079027355623,10,0
1993-10-10,0.05015197568389057,10,0
1993-10-11,0.11094224924012158,10,0
1993-10-12,0.10638297872340427,10,0
1993-10-13,0.10030395136778117,10,0
1993-10-14,0.08662613981762918,10,0
1993-10-15,0.06838905775075987,10,0
1993-10-16,0.03647416413373861,10,0
1993-10-17,0.06231003039513677,10,0
1993-10-18,0.08510638297872342,10,0
1993-10-19,0.06686930091185411,10,0
1993-10-20,0.08966565349544073,10,0
1993-10-21,0.07142857142857142,10,0
1993-10-22,0.03495440729483283,10,0
1993-10-23,0.030395136778115506,10,0
1993-10-24,0.05623100303951367,10,0
1993-10-25,0.015197568389057753,10,0
1993-10-26,0.11398176291793313,10,0
1993-10-27,0.05775075987841946,10,0
1993-10-28,0.04711246200607902,10,0
1993-10-29,0.11702127659574468,10,0
1993-10-30,0.06382978723404256,10,0
1993-10-31,0.04407294832826747,10,0
1993-11-01,0.0075987841945288764,11,0
1993-11-02,0.07598784194528876,11,0
1993-11-03,0.09118541033434652,11,0
1993-11-04,0.05927051671732522,11,0
1993-11-05,0.08054711246200608,11,0
1993-11-06,0.10638297872340427,11,0
1993-11-07,0.021276595744680854,11,0
1993-11-08,0.05167173252279636,11,0
1993-11-09,0.05775075987841946,11,0
1993-11-10,0.07902735562310031,11,0
1993-11-11,0.09878419452887538,11,0
1993-11-12,0.07142857142857142,11,0
1993-11-13,0.04407294832826747,11,0
1993-11-14,0.07598784194528876,11,0
1993-11-15,0.05167173252279636,11,0
1993-11-16,0.09118541033434652,11,0
1993-11-17,0.10182370820668693,11,0
1993-11-18,0.07446808510638298,11,0
1993-11-19,0.10486322188449848,11,0
1993-11-20,0.1398176291793313,11,0
1993-11-21,0.03951367781155016,11,0
1993-11-22,0.06838905775075987,11,0
1993-11-23,0.06838905775075987,11,0
1993-11-24,0.08662613981762918,11,0
1993-11-25,0.09574468085106383,11,0
1993-11-26,0.08510638297872342,11,0
1993-11-27,0.13677811550151975,11,0
1993-11-28,0.10030395136778117,11,0
1993-11-29,0.10486322188449848,11,0
1993-11-30,0.1702127659574468,11,0
1993-12-01,0.016717325227963528,12,0
1993-12-02,0.06079027355623101,12,0
1993-12-03,0.08510638297872342,12,0
1993-12-04,0.05015197568389057,12,0
1993-12-05,0.11854103343465044,12,0
1993-12-06,0.10486322188449848,12,0
1993-12-07,0.12462006079027355,12,0
1993-12-08,0.10182370820668693,12,0
1993-12-09,0.1580547112462006,12,0
1993-12-10,0.10638297872340427,12,0
1993-12-11,0.1914893617021277,12,0
1993-12-12,0.2066869300911854,12,0
1993-12-13,0.15501519756838905,12,0
1993-12-14,0.17173252279635257,12,0
1993-12-15,0.1656534954407295,12,0
1993-12-16,0.18693009118541035,12,0
1993-12-17,0.20212765957446807,12,0
1993-12-18,0.1534954407294833,12,0
1993-12-19,0.13829787234042554,12,0
1993-12-20,0.1413373860182371,12,0
1993-12-21,0.1884498480243161,12,0
1993-12-22,0.15501519756838905,12,0
1993-12-23,0.12613981762917933,12,0
1993-12-24,0.18996960486322187,12,0
1993-12-25,0.135258358662614,12,0
1993-12-26,0.2006079027355623,12,0
1993-12-27,0.1580547112462006,12,0
1993-12-28,0.13221884498480244,12,0
1993-12-29,0.06534954407294832,12,0
1993-12-30,0.08662613981762918,12,0
1993-12-31,0.16261398176291794,12,0
1994-01-01,0.033434650455927056,1,1
1994-01-02,0.05623100303951367,1,1
1994-01-03,0.05623100303951367,1,1
1994-01-04,0.08510638297872342,1,1
1994-01-05,0.10334346504559272,1,1
1994-01-06,0.09422492401215807,1,1
1994-01-07,0.13069908814589665,1,1
1994-01-08,0.1155015197568389,1,1
1994-01-09,0.04711246200607902,1,1
1994-01-10,0.11094224924012158,1,1
1994-01-11,0.1534954407294833,1,1
1994-01-12,0.10790273556231003,1,1
1994-01-13,0.14285714285714285,1,1
1994-01-14,0.11246200607902734,1,1
1994-01-15,0.09878419452887538,1,1
1994-01-16,0.10030395136778117,1,1
1994-01-17,0.06231003039513677,1,1
1994-01-18,0.08054711246200608,1,1
1994-01-19,0.06231003039513677,1,1
1994-01-20,0.08662613981762918,1,1
1994-01-21,0.07142857142857142,1,1
1994-01-22,0.03799392097264438,1,1
1994-01-23,0.1580547112462006,1,1
1994-01-24,0.11398176291793313,1,1
1994-01-25,0.09118541033434652,1,1
1994-01-26,0.10790273556231003,1,1
1994-01-27,0.12310030395136778,1,1
1994-01-28,0.05775075987841946,1,1
1994-01-29,0.08966565349544073,1,1
1994-01-30,0.1702127659574468,1,1
1994-01-31,0.08814589665653497,1,1
1994-02-01,0.1276595744680851,2,1
1994-02-02,0.07142857142857142,2,1
1994-02-03,0.1458966565349544,2,1
1994-02-04,0.04103343465045593,2,1
1994-02-05,0.10182370820668693,2,1
1994-02-06,0.08510638297872342,2,1
1994-02-07,0.13677811550151975,2,1
1994-02-08,0.07142857142857142,2,1
1994-02-09,0.10942249240121582,2,1
1994-02-10,0.14893617021276595,2,1
1994-02-11,0.07446808510638298,2,1
1994-02-12,0.10638297872340427,2,1
1994-02-13,0.1458966565349544,2,1
1994-02-14,0.04255319148936171,2,1
1994-02-15,0.14893617021276595,2,1
1994-02-16,0.06838905775075987,2,1
1994-02-17,0.1884498480243161,2,1
1994-02-18,0.1337386018237082,2,1
1994-02-19,0.1155015197568389,2,1
1994-02-20,0.1155015197568389,2,1
1994-02-21,0.17477203647416414,2,1
1994-02-22,0.10334346504559272,2,1
1994-02-23,0.10334346504559272,2,1
1994-02-24,0.09270516717325228,2,1
1994-02-25,0.18085106382978725,2,1
1994-02-26,0.09422492401215807,2,1
1994-02-27,0.22036474164133737,2,1
1994-02-28,0.1155015197568389,2,1
1994-03-01,0.11094224924012158,3,1
1994-03-02,0.15653495440729484,3,1
1994-03-03,0.10942249240121582,3,1
1994-03-04,0.1398176291793313,3,1
1994-03-05,0.15501519756838905,3,1
1994-03-06,0.11094224924012158,3,1
1994-03-07,0.10790273556231003,3,1
1994-03-08,0.1519756838905775,3,1
1994-03-09,0.10334346504559272,3,1
1994-03-10,0.09878419452887538,3,1
1994-03-11,0.11094224924012158,3,1
1994-03-12,0.10790273556231003,3,1
1994-03-13,0.04255319148936171,3,1
1994-03-14,0.10942249240121582,3,1
1994-03-15,0.11854103343465044,3,1
1994-03-16,0.14893617021276595,3,1
1994-03-17,0.11854103343465044,3,1
1994-03-18,0.09270516717325228,3,1
1994-03-19,0.09878419452887538,3,1
1994-03-20,0.12917933130699089,3,1
1994-03-21,0.12462006079027355,3,1
1994-03-22,0.07750759878419453,3,1
1994-03-23,0.09574468085106383,3,1
1994-03-24,0.09118541033434652,3,1
1994-03-25,0.10030395136778117,3,1
1994-03-26,0.04255319148936171,3,1
1994-03-27,0.15501519756838905,3,1
1994-03-28,0.13829787234042554,3,1
1994-03-29,0.15501519756838905,3,1
1994-03-30,0.121580547112462,3,1
1994-03-31,0.1534954407294833,3,1
1994-04-01,0.14437689969604864,4,1
1994-04-02,0.20516717325227965,4,1
1994-04-03,0.182370820668693,4,1
1994-04-04,0.1914893617021277,4,1
1994-04-05,0.13221884498480244,4,1
1994-04-06,0.1474164133738602,4,1
1994-04-07,0.20820668693009117,4,1
1994-04-08,0.09118541033434652,4,1
1994-04-09,0.1413373860182371,4,1
1994-04-10,0.1595744680851064,4,1
1994-04-11,0.1474164133738602,4,1
1994-04-12,0.13069908814589665,4,1
1994-04-13,0.1474164133738602,4,1
1994-04-14,0.18085106382978725,4,1
1994-04-15,0.07294832826747721,4,1
1994-04-16,0.09118541033434652,4,1
1994-04-17,0.11398176291793313,4,1
1994-04-18,0.11094224924012158,4,1
1994-04-19,0.05775075987841946,4,1
1994-04-20,0.1474164133738602,4,1
1994-04-21,0.11398176291793313,4,1
1994-04-22,0.09270516717325228,4,1
1994-04-23,0.13829787234042554,4,1
1994-04-24,0.15653495440729484,4,1
1994-04-25,0.1474164133738602,4,1
1994-04-26,0.13069908814589665,4,1
1994-04-27,0.05623100303951367,4,1
1994-04-28,0.135258358662614,4,1
1994-04-29,0.10030395136778117,4,1
1994-04-30,0.1519756838905775,4,1
1994-05-01,0.1656534954407295,5,1
1994-05-02,0.14893617021276595,5,1
1994-05-03,0.10334346504559272,5,1
1994-05-04,0.10942249240121582,5,1
1994-05-05,0.12006079027355623,5,1
1994-05-06,0.08054711246200608,5,1
1994-05-07,0.024316109422492405,5,1
1994-05-08,0.12462006079027355,5,1
1994-05-09,0.11246200607902734,5,1
1994-05-10,0.12310030395136778,5,1
1994-05-11,0.121580547112462,5,1
1994-05-12,0.09574468085106383,5,1
1994-05-13,0.15653495440729484,5,1
1994-05-14,0.09270516717325228,5,1
1994-05-15,0.11094224924012158,5,1
1994-05-16,0.08814589665653497,5,1
1994-05-17,0.05775075987841946,5,1
1994-05-18,0.03495440729483283,5,1
1994-05-19,0.08814589665653497,5,1
1994-05-20,0.05471124620060791,5,1
1994-05-21,0.12310030395136778,5,1
1994-05-22,0.07902735562310031,5,1
1994-05-23,0.12613981762917933,5,1
1994-05-24,0.07750759878419453,5,1
1994-05-25,0.09422492401215807,5,1
1994-05-26,0.10182370820668693,5,1
1994-05-27,0.10790273556231003,5,1
1994-05-28,0.08358662613981763,5,1
1994-05-29,0.11398176291793313,5,1
1994-05-30,0.09422492401215807,5,1
1994-05-31,0.10790273556231003,5,1
1994-06-01,0.10334346504559272,6,1
1994-06-02,0.12310030395136778,6,1
1994-06-03,0.15501519756838905,6,1
1994-06-04,0.09574468085106383,6,1
1994-06-05,0.12613981762917933,6,1
1994-06-06,0.1413373860182371,6,1
1994-06-07,0.13221884498480244,6,1
1994-06-08,0.09726443768996962,6,1
1994-06-09,0.1914893617021277,6,1
1994-06-10,0.04863221884498481,6,1
1994-06-11,0.1534954407294833,6,1
1994-06-12,0.06231003039513677,6,1
1994-06-13,0.12006079027355623,6,1
1994-06-14,0.06382978723404256,6,1
1994-06-15,0.13221884498480244,6,1
1994-06-16,0.07598784194528876,6,1
1994-06-17,0.06231003039513677,6,1
1994-06-18,0.10790273556231003,6,1
1994-06-19,0.12462006079027355,6,1
1994-06-20,0.08814589665653497,6,1
1994-06-21,0.09878419452887538,6,1
1994-06-22,0.08814589665653497,6,1
1994-06-23,0.08662613981762918,6,1
1994-06-24,0.07750759878419453,6,1
1994-06-25,0.07142857142857142,6,1
1994-06-26,0.07598784194528876,6,1
1994-06-27,0.1398176291793313,6,1
1994-06-28,0.05775075987841946,6,1
1994-06-29,0.15501519756838905,6,1
1994-06-30,0.13677811550151975,6,1
1994-07-01,0.1155015197568389,7,1
1994-07-02,0.15501519756838905,7,1
1994-07-03,0.09726443768996962,7,1
1994-07-04,0.13677811550151975,7,1
1994-07-05,0.11398176291793313,7,1
1994-07-06,0.08358662613981763,7,1
1994-07-07,0.1337386018237082,7,1
1994-07-08,0.1398176291793313,7,1
1994-07-09,0.08206686930091187,7,1
1994-07-10,0.1398176291793313,7,1
1994-07-11,0.11246200607902734,7,1
1994-07-12,0.11398176291793313,7,1
1994-07-13,0.11702127659574468,7,1
1994-07-14,0.12006079027355623,7,1
1994-07-15,0.03951367781155016,7,1
1994-07-16,0.10334346504559272,7,1
1994-07-17,0.1155015197568389,7,1
1994-07-18,0.08358662613981763,7,1
1994-07-19,0.08054711246200608,7,1
1994-07-20,0.08510638297872342,7,1
1994-07-21,0.121580547112462,7,1
1994-07-22,0.07598784194528876,7,1
1994-07-23,0.1702127659574468,7,1
1994-07-24,0.05623100303951367,7,1
1994-07-25,0.09422492401215807,7,1
1994-07-26,0.08966565349544073,7,1
1994-07-27,0.09118541033434652,7,1
1994-07-28,0.12613981762917933,7,1
1994-07-29,0.11398176291793313,7,1
1994-07-30,0.07294832826747721,7,1
1994-07-31,0.07750759878419453,7,1
1994-08-01,0.10638297872340427,8,1
1994-08-02,0.10638297872340427,8,1
1994-08-03,0.10486322188449848,8,1
1994-08-04,0.15045592705167174,8,1
1994-08-05,0.11702127659574468,8,1
1994-08-06,0.15501519756838905,8,1
1994-08-07,0.121580547112462,8,1
1994-08-08,0.10030395136778117,8,1
1994-08-09,0.10942249240121582,8,1
1994-08-10,0.10942249240121582,8,1
1994-08-11,0.09422492401215807,8,1
1994-08-12,0.121580547112462,8,1
1994-08-13,0.08662613981762918,8,1
1994-08-14,0.1519756838905775,8,1
1994-08-15,0.10790273556231003,8,1
1994-08-16,0.1276595744680851,8,1
1994-08-17,0.11854103343465044,8,1
1994-08-18,0.07294832826747721,8,1
1994-08-19,0.10638297872340427,8,1
1994-08-20,0.04711246200607902,8,1
1994-08-21,0.1413373860182371,8,1
1994-08-22,0.09422492401215807,8,1
1994-08-23,0.11854103343465044,8,1
1994-08-24,0.11702127659574468,8,1
1994-08-25,0.13069908814589665,8,1
1994-08-26,0.09726443768996962,8,1
1994-08-27,0.09574468085106383,8,1
1994-08-28,0.13221884498480244,8,1
1994-08-29,0.13221884498480244,8,1
1994-08-30,0.1398176291793313,8,1
1994-08-31,0.04863221884498481,8,1
1994-09-01,0.07902735562310031,9,1
1994-09-02,0.10942249240121582,9,1
1994-09-03,0.07446808510638298,9,1
1994-09-04,0.10486322188449848,9,1
1994-09-05,0.10942249240121582,9,1
1994-09-06,0.09574468085106383,9,1
1994-09-07,0.10182370820668693,9,1
1994-09-08,0.06382978723404256,9,1
1994-09-09,0.1398176291793313,9,1
1994-09-10,0.12917933130699089,9,1
1994-09-11,0.10030395136778117,9,1
1994-09-12,0.13069908814589665,9,1
1994-09-13,0.11398176291793313,9,1
1994-09-14,0.06838905775075987,9,1
1994-09-15,0.12310030395136778,9,1
1994-09-16,0.07446808510638298,9,1
1994-09-17,0.09422492401215807,9,1
1994-09-18,0.11702127659574468,9,1
1994-09-19,0.13677811550151975,9,1
1994-09-20,0.1580547112462006,9,1
1994-09-21,0.08662613981762918,9,1
1994-09-22,0.030395136778115506,9,1
1994-09-23,0.07446808510638298,9,1
1994-09-24,0.09726443768996962,9,1
1994-09-25,0.04559270516717326,9,1
1994-09-26,0.11398176291793313,9,1
1994-09-27,0.135258358662614,9,1
1994-09-28,0.15653495440729484,9,1
1994-09-29,0.10030395136778117,9,1
1994-09-30,0.06231003039513677,9,1
1994-10-01,0.024316109422492405,10,1
1994-10-02,0.1656534954407295,10,1
1994-10-03,0.09422492401215807,10,1
1994-10-04,0.121580547112462,10,1
1994-10-05,0.1276595744680851,10,1
1994-10-06,0.07598784194528876,10,1
1994-10-07,0.12310030395136778,10,1
1994-10-08,0.15653495440729484,10,1
1994-10-09,0.10334346504559272,10,1
1994-10-10,0.06382978723404256,10,1
1994-10-11,0.10030395136778117,10,1
1994-10-12,0.11854103343465044,10,1
1994-10-13,0.11246200607902734,10,1
1994-10-14,0.14285714285714285,10,1
1994-10-15,0.10182370820668693,10,1
1994-10-16,0.13221884498480244,10,1
1994-10-17,0.10942249240121582,10,1
1994-10-18,0.10790273556231003,10,1
1994-10-19,0.07750759878419453,10,1
1994-10-20,0.1276595744680851,10,1
1994-10-21,0.07598784194528876,10,1
1994-10-22,0.033434650455927056,10,1
1994-10-23,0.12917933130699089,10,1
1994-10-24,0.07446808510638298,10,1
1994-10-25,0.13677811550151975,10,1
1994-10-26,0.121580547112462,10,1
1994-10-27,0.135258358662614,10,1
1994-10-28,0.06990881458966566,10,1
1994-10-29,0.09574468085106383,10,1
1994-10-30,0.11398176291793313,10,1
1994-10-31,0.07142857142857142,10,1
1994-11-01,0.13069908814589665,11,1
1994-11-02,0.06990881458966566,11,1
1994-11-03,0.08662613981762918,11,1
1994-11-04,0.11094224924012158,11,1
1994-11-05,0.1276595744680851,11,1
1994-11-06,0.1276595744680851,11,1
1994-11-07,0.13677811550151975,11,1
1994-11-08,0.1534954407294833,11,1
1994-11-09,0.09726443768996962,11,1
1994-11-10,0.10182370820668693,11,1
1994-11-11,0.05319148936170212,11,1
1994-11-12,0.11398176291793313,11,1
1994-11-13,0.08966565349544073,11,1
1994-11-14,0.17173252279635257,11,1
1994-11-15,0.08662613981762918,11,1
1994-11-16,0.10182370820668693,11,1
1994-11-17,0.135258358662614,11,1
1994-11-18,0.13829787234042554,11,1
1994-11-19,0.14893617021276595,11,1
1994-11-20,0.121580547112462,11,1
1994-11-21,0.12006079027355623,11,1
1994-11-22,0.13677811550151975,11,1
1994-11-23,0.10030395136778117,11,1
1994-11-24,0.1458966565349544,11,1
1994-11-25,0.1413373860182371,11,1
1994-11-26,0.135258358662614,11,1
1994-11-27,0.09574468085106383,11,1
1994-11-28,0.1534954407294833,11,1
1994-11-29,0.12310030395136778,11,1
1994-11-30,0.08358662613981763,11,1
